date,venue_code,opp_code,hour,day_code,team,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling,opp_gf_rolling,opp_ga_rolling,opp_sh_rolling,opp_sot_rolling,opp_dist_rolling,opp_fk_rolling,opp_pk_rolling,opp_pkatt_rolling,target
2018-09-27,1,11,20,3,0,1.6,1.0,9.6,4.0,19.02,0.2,0.0,0.0,1.4,1.6,11.0,4.6,18.880000000000003,0.6,0.0,0.0,1
2018-10-06,1,21,18,5,0,2.0,1.0,11.2,3.8,19.6,0.4,0.0,0.2,1.2,1.0,17.4,5.4,18.9,1.0,0.2,0.2,2
2018-10-19,0,6,21,4,0,1.8,0.8,11.2,3.6,21.32,0.4,0.0,0.2,1.6,2.0,12.2,4.4,18.5,0.8,0.0,0.0,2
2018-10-28,1,26,18,6,0,1.8,0.8,11.0,3.2,21.439999999999998,0.8,0.0,0.2,1.0,1.0,17.2,4.8,18.380000000000003,0.2,0.0,0.2,2
2018-12-02,1,23,20,6,0,1.2,1.0,11.4,3.6,19.919999999999998,0.6,0.0,0.0,1.4,1.2,16.2,6.0,16.3,0.2,0.0,0.0,1
2018-12-08,0,3,13,5,0,1.2,1.2,11.6,3.8,18.839999999999996,0.2,0.0,0.0,1.6,1.0,10.4,3.0,18.28,0.8,0.0,0.0,0
2018-12-17,1,2,21,0,0,0.8,1.6,10.4,3.2,19.559999999999995,0.4,0.0,0.0,0.8,1.6,11.8,4.6,17.119999999999997,0.0,0.2,0.2,1
2018-12-21,0,22,21,4,0,0.6,1.2,10.8,3.0,18.279999999999998,0.4,0.0,0.0,1.2,1.2,13.6,4.8,15.920000000000002,0.2,0.0,0.0,2
2019-01-05,1,24,16,5,0,0.4,1.0,10.0,2.6,19.06,0.4,0.0,0.0,1.4,1.0,13.2,6.0,16.160000000000004,0.8,0.0,0.0,2
2019-02-03,0,21,20,6,0,0.8,1.4,12.2,2.4,17.880000000000003,0.0,0.0,0.0,2.0,1.4,19.0,7.0,18.22,0.6,0.0,0.0,0
2019-02-23,1,6,18,5,0,0.6,1.8,10.4,1.8,16.16,0.4,0.0,0.0,1.0,2.2,11.4,4.0,20.14,0.6,0.2,0.2,1
2019-03-02,0,26,16,5,0,0.6,1.0,12.4,2.6,15.959999999999999,0.8,0.0,0.0,1.0,1.4,12.0,4.2,16.06,0.2,0.2,0.2,2
2019-03-30,1,3,20,5,0,1.4,0.8,12.0,3.2,15.26,0.4,0.2,0.2,1.2,0.4,9.6,3.6,18.4,0.4,0.0,0.2,0
2019-04-04,0,23,19,3,0,1.2,1.4,13.6,3.2,16.419999999999998,0.4,0.2,0.2,1.8,1.8,14.6,4.2,17.56,0.2,0.4,0.4,0
2019-04-07,1,16,12,6,0,1.2,1.8,11.0,2.6,14.699999999999998,0.0,0.2,0.2,1.0,1.8,10.2,3.4,18.240000000000002,0.8,0.2,0.2,1
2019-04-19,1,25,21,4,0,1.0,2.0,9.4,2.2,16.699999999999996,0.2,0.4,0.4,1.0,1.4,8.6,2.8,16.94,0.0,0.4,0.4,1
2019-04-23,1,4,21,1,0,0.8,2.2,9.2,2.0,17.08,0.6,0.2,0.2,2.0,1.0,14.0,5.6,17.4,1.4,0.0,0.0,0
2019-04-27,0,2,13,5,0,0.8,1.8,7.6,1.6,17.36,0.6,0.2,0.2,1.4,1.6,9.0,3.8,18.12,0.2,0.2,0.4,1
2019-05-04,1,22,18,5,0,1.0,1.6,9.6,2.0,19.160000000000004,0.6,0.2,0.2,1.0,1.6,9.6,3.6,16.88,0.0,0.4,0.4,0
2019-05-12,0,24,18,6,0,0.8,1.6,12.2,3.2,17.3,0.4,0.0,0.0,2.6,1.6,11.0,4.2,17.12,0.4,0.2,0.2,0
2019-09-15,1,23,14,6,0,1.0,1.0,9.6,3.0,15.9,0.4,0.0,0.0,1.4,0.4,12.4,4.6,17.24,0.2,0.0,0.0,0
2019-09-22,0,2,18,6,0,0.8,0.6,9.0,2.4,15.780000000000001,0.2,0.0,0.0,0.8,0.6,10.0,3.4,17.38,0.6,0.0,0.2,0
2019-09-26,0,22,21,3,0,0.4,0.8,7.0,1.2,16.64,0.2,0.0,0.0,1.4,0.8,9.8,3.6,18.54,0.6,0.2,0.2,0
2019-09-29,1,18,16,6,0,0.2,1.4,6.2,0.8,15.479999999999999,0.0,0.0,0.0,0.6,1.0,10.4,3.2,19.28,0.2,0.2,0.2,2
2019-10-05,0,24,18,5,0,0.6,1.4,6.2,1.4,16.4,0.0,0.2,0.2,1.8,1.8,9.4,3.2,17.94,0.6,0.6,0.6,0
2019-10-20,1,6,12,6,0,0.6,1.6,7.2,2.0,17.28,0.0,0.2,0.2,0.4,1.0,7.8,1.8,18.52,0.2,0.0,0.2,2
2019-10-25,0,26,21,4,0,1.0,1.4,8.2,3.0,16.12,0.0,0.2,0.2,2.0,1.0,14.2,5.4,17.26,0.0,0.4,0.4,0
2019-10-29,1,3,19,1,0,1.2,1.8,9.8,3.4,15.62,0.2,0.2,0.2,1.0,0.2,10.4,2.0,16.119999999999997,0.4,0.2,0.2,1
2019-11-09,1,25,13,5,0,1.4,2.2,11.0,3.4,16.339999999999996,0.6,0.2,0.2,1.4,1.2,8.2,2.8,19.36,0.4,0.2,0.4,2
2019-11-30,1,21,13,5,0,1.8,1.8,10.6,3.4,16.68,0.6,0.4,0.4,2.4,0.4,16.4,6.6,17.8,0.8,0.8,0.8,0
2019-12-21,0,4,16,5,0,1.4,1.2,8.4,2.8,15.66,0.2,0.4,0.4,2.0,1.0,13.4,6.6,16.52,0.2,0.0,0.0,0
2020-01-25,1,26,18,5,0,0.8,1.8,8.0,2.8,17.9,0.4,0.0,0.0,1.2,0.8,15.2,3.0,17.86,0.6,0.4,0.4,0
2020-02-02,0,23,18,6,0,1.0,1.6,9.2,3.6,17.2,0.2,0.0,0.0,1.4,1.0,13.2,3.6,16.160000000000004,0.2,0.2,0.2,1
2020-02-23,1,2,14,6,0,1.0,1.0,9.6,3.8,16.64,0.0,0.0,0.0,0.6,1.4,11.6,2.8,16.740000000000002,0.2,0.2,0.2,2
2020-02-29,0,16,18,5,0,1.2,1.2,7.4,3.2,16.42,0.0,0.2,0.2,1.0,1.2,9.0,3.2,20.360000000000003,0.6,0.0,0.0,1
2020-03-06,1,24,21,4,0,1.2,1.0,6.8,3.0,16.52,0.0,0.2,0.2,1.0,1.8,7.8,2.8,18.1,0.2,0.0,0.0,1
2020-06-18,1,22,19,3,0,0.8,1.2,7.0,1.8,14.459999999999999,0.2,0.2,0.2,1.4,0.6,11.0,3.4,15.3,0.0,0.2,0.2,2
2020-06-21,0,6,14,6,0,1.2,1.0,8.0,3.2,14.540000000000001,0.4,0.2,0.2,0.2,0.2,5.2,1.6,18.88,0.2,0.0,0.2,0
2020-06-27,0,3,22,5,0,0.6,2.0,7.6,2.2,14.2,0.4,0.0,0.0,2.0,0.6,13.2,4.2,18.08,0.4,0.2,0.2,0
2020-07-04,0,25,19,5,0,0.6,2.2,8.0,3.0,17.54,0.8,0.2,0.2,0.4,0.6,8.4,2.4,20.419999999999998,0.8,0.2,0.4,0
2020-07-10,0,21,22,4,0,0.2,2.4,6.4,1.6,18.939999999999998,0.6,0.2,0.2,1.4,0.2,10.6,4.6,18.419999999999998,0.6,0.6,0.6,0
2020-07-19,1,4,17,6,0,0.4,1.2,7.8,2.8,15.680000000000001,0.2,0.0,0.0,1.8,1.0,13.0,5.2,18.080000000000002,2.4,0.2,0.2,0
2020-09-20,0,13,18,6,0,0.4,1.8,7.2,2.2,14.48,0.0,0.0,0.0,1.4,2.2,14.0,3.2,18.88,1.2,0.4,0.4,0
2020-09-30,0,26,19,2,0,0.6,1.8,7.4,1.8,16.18,0.4,0.0,0.0,1.6,1.6,10.6,4.0,14.86,0.4,0.2,0.2,0
2020-10-04,1,2,14,6,0,0.4,2.2,7.4,1.6,17.259999999999998,0.4,0.0,0.0,0.4,2.0,10.2,3.4,19.68,0.4,0.0,0.0,2
2020-10-25,0,25,14,6,0,0.6,1.4,8.6,2.2,17.880000000000003,0.4,0.0,0.0,0.8,1.6,8.2,2.8,20.7,0.8,0.4,0.6,2
2020-10-31,1,4,21,5,0,0.8,1.0,10.2,2.2,17.16,0.2,0.0,0.2,1.8,1.0,10.4,4.4,17.64,1.0,0.2,0.2,1
2020-11-22,1,24,21,6,0,1.0,0.8,8.8,2.6,16.56,0.2,0.0,0.2,1.6,1.8,8.4,2.6,24.06,0.8,0.8,0.8,1
2020-11-28,0,21,21,5,0,1.2,1.2,9.6,2.4,16.72,0.2,0.2,0.4,1.8,1.6,12.6,4.6,17.759999999999998,0.0,0.2,0.2,2
2020-12-06,1,22,21,6,0,1.6,1.0,9.0,3.0,16.619999999999997,0.2,0.4,0.6,2.4,0.6,12.4,5.0,15.16,0.0,0.6,0.8,1
2020-12-20,0,6,14,6,0,1.0,1.0,7.2,2.2,16.66,0.0,0.4,0.4,2.4,1.2,10.6,5.4,15.219999999999999,0.4,0.2,0.2,0
2021-01-03,1,3,16,6,0,0.6,1.0,8.6,1.4,17.34,0.4,0.2,0.2,1.6,0.6,9.6,3.2,17.3,0.2,0.2,0.2,0
2021-01-10,0,7,16,6,0,0.8,1.4,8.4,1.4,17.119999999999997,0.4,0.2,0.2,1.2,1.4,11.4,4.0,20.1,0.6,0.0,0.2,0
2021-01-19,1,23,21,1,0,1.0,1.8,8.6,1.4,19.9,0.4,0.4,0.4,1.4,1.0,11.8,3.2,16.580000000000002,0.4,0.2,0.2,0
2021-01-23,1,21,21,5,0,1.2,1.8,9.2,1.4,20.2,0.4,0.4,0.6,1.6,0.4,13.2,3.8,17.6,0.4,0.0,0.0,0
2021-02-05,1,25,21,4,0,0.8,2.2,7.6,1.8,21.759999999999998,0.0,0.2,0.4,1.2,1.6,10.6,3.0,19.7,1.4,0.0,0.0,2
2021-02-13,0,4,21,5,0,0.8,1.8,10.8,2.6,22.34,0.6,0.2,0.4,2.8,1.0,13.0,6.2,16.099999999999998,0.8,0.0,0.0,0
2021-02-21,0,22,16,6,0,0.8,2.2,11.2,2.8,19.619999999999997,0.6,0.0,0.2,2.0,1.4,10.6,3.6,14.16,0.4,0.2,0.2,0
2021-03-21,0,3,18,6,0,0.8,2.8,5.8,1.8,17.72,0.2,0.2,0.2,1.0,0.8,14.0,6.2,17.759999999999998,0.6,0.2,0.2,0
2021-04-04,1,6,14,6,0,0.6,2.0,6.2,1.8,18.860000000000003,0.2,0.2,0.4,1.2,1.8,9.2,3.4,18.18,0.8,0.0,0.0,0
2021-04-10,0,2,16,5,0,0.8,1.8,8.2,2.8,18.6,0.4,0.2,0.4,1.0,1.0,9.0,2.6,17.14,0.6,0.0,0.2,1
2021-04-21,1,26,21,2,0,0.6,1.0,10.4,2.4,18.660000000000004,0.2,0.2,0.4,2.8,1.0,13.4,5.4,15.66,0.2,0.6,0.6,2
2021-04-24,0,24,18,5,0,0.8,1.0,10.6,3.0,17.84,0.2,0.0,0.2,1.6,2.0,10.8,4.4,21.1,1.2,0.4,0.6,1
2021-05-01,0,8,14,5,0,1.0,1.0,10.2,3.0,16.08,0.2,0.0,0.0,0.8,1.4,8.0,2.6,16.3,0.8,0.0,0.0,0
2021-05-16,1,13,18,6,0,1.4,1.4,9.0,3.0,16.339999999999996,0.4,0.0,0.0,0.6,1.2,10.8,3.4,17.259999999999998,0.6,0.0,0.0,2
2021-05-23,0,23,21,6,0,1.8,1.6,10.0,4.0,15.36,0.4,0.0,0.0,1.0,1.6,12.0,3.4,18.419999999999998,0.0,0.4,0.4,0
2021-08-14,1,21,22,5,0,1.6,1.6,11.0,4.0,16.48,0.4,0.0,0.0,2.2,0.8,16.0,5.2,19.94,0.2,0.0,0.0,0
2021-08-27,0,24,22,4,0,1.4,1.6,10.6,4.0,15.779999999999998,0.4,0.2,0.2,1.2,0.6,9.2,3.4,22.04,0.8,0.4,0.4,0
2021-09-18,1,19,21,5,0,1.0,2.2,10.6,4.0,16.619999999999997,0.4,0.2,0.2,1.4,1.4,12.6,3.6,19.72,1.0,0.4,0.4,0
2021-09-25,1,3,14,5,0,0.2,2.2,8.6,2.8,18.16,0.4,0.2,0.2,1.4,0.8,14.0,3.2,19.02,0.2,0.0,0.0,2
2021-10-01,0,2,21,4,0,0.2,1.4,8.0,2.4,17.5,0.2,0.0,0.0,1.0,0.6,10.2,2.4,15.86,0.2,0.0,0.0,0
2021-10-18,1,5,19,0,0,0.2,1.4,9.6,2.6,17.419999999999998,0.2,0.0,0.0,0.6,1.2,6.6,1.6,16.14,0.0,0.0,0.2,0
2021-10-26,1,9,19,1,0,0.6,0.6,10.4,2.6,15.34,0.2,0.2,0.2,1.4,1.0,12.8,4.0,19.32,0.6,0.2,0.2,2
2021-10-30,0,4,21,5,0,0.8,0.4,12.2,3.2,15.819999999999999,0.2,0.2,0.2,1.4,1.2,13.2,3.8,17.9,0.6,0.4,0.6,1
2021-11-20,0,23,16,5,0,1.2,0.6,9.8,2.8,15.9,0.2,0.4,0.4,2.2,0.8,12.8,4.4,16.66,0.2,0.0,0.0,1
2021-11-27,1,6,14,5,0,1.6,0.8,8.4,2.8,16.119999999999997,0.2,0.6,0.6,1.4,1.2,14.0,5.0,18.96,1.0,0.0,0.0,0
2021-12-21,0,26,19,1,0,1.0,1.8,9.8,2.8,18.220000000000002,0.4,0.2,0.2,1.4,1.2,15.0,4.2,14.7,0.0,0.2,0.2,0
2022-01-02,1,22,18,6,0,1.0,2.4,9.2,2.8,18.560000000000002,0.2,0.0,0.0,0.2,2.0,10.6,3.0,16.479999999999997,0.2,0.0,0.0,1
2022-01-09,1,2,18,6,0,1.0,2.2,10.2,2.6,19.68,0.6,0.2,0.2,1.4,1.2,12.6,3.6,18.82,0.2,0.0,0.0,1
2022-01-18,0,5,20,1,0,0.8,1.8,9.8,2.4,21.040000000000003,0.6,0.2,0.2,0.4,1.4,9.0,2.2,21.64,0.2,0.0,0.2,0
2022-01-23,1,4,21,6,0,0.6,2.4,9.8,2.6,21.9,0.8,0.2,0.2,1.6,1.2,15.6,4.0,17.92,0.4,0.0,0.0,0
2022-02-13,1,24,14,6,0,0.4,1.8,10.2,2.2,20.14,0.8,0.2,0.2,1.0,2.0,10.8,3.0,20.32,0.6,0.0,0.2,2
2022-02-19,0,21,21,5,0,0.6,1.8,8.2,2.2,18.9,0.4,0.2,0.2,1.4,0.8,19.6,6.8,19.020000000000003,0.8,0.4,0.6,0
2022-03-04,1,23,21,4,0,1.0,2.0,6.8,2.6,17.080000000000002,0.0,0.2,0.2,1.4,0.8,11.2,3.4,17.78,0.6,0.2,0.4,1
2022-04-02,0,3,21,5,0,0.8,1.8,10.2,3.2,17.92,0.0,0.0,0.2,2.2,0.4,8.6,4.8,18.8,0.2,0.0,0.0,0
2022-04-30,1,26,14,5,0,1.0,2.0,9.6,3.4,20.220000000000002,0.2,0.0,0.2,1.0,1.0,9.8,3.6,16.68,0.4,0.2,0.2,2
2022-05-07,0,6,18,5,0,1.0,1.6,9.8,3.2,19.28,0.2,0.0,0.0,0.8,1.2,9.8,4.2,18.36,0.4,0.0,0.0,0
2022-05-11,1,10,19,2,0,0.8,1.6,9.0,3.2,20.02,0.2,0.0,0.0,0.6,0.8,10.2,3.2,18.080000000000002,0.0,0.0,0.0,2
2022-05-15,0,17,19,6,0,1.2,1.6,12.8,4.6,19.619999999999997,0.6,0.0,0.0,1.0,2.4,10.4,3.4,16.38,0.2,0.0,0.0,0
2023-08-21,1,23,19,0,0,0.6,2.0,11.0,3.2,20.04,1.0,0.0,0.0,0.8,1.4,9.6,3.0,18.64,0.0,0.0,0.0,2
2023-09-02,1,24,18,5,0,1.0,1.8,11.0,2.8,19.54,0.8,0.0,0.0,1.4,1.2,12.6,3.4,17.04,0.4,0.2,0.2,2
2023-09-22,1,2,21,4,0,1.0,1.4,11.0,2.2,17.820000000000004,0.4,0.0,0.2,1.8,0.8,11.6,3.6,16.2,0.2,0.4,0.4,0
2023-09-28,0,6,19,3,0,1.0,1.6,12.0,2.8,16.48,0.4,0.0,0.2,1.2,1.6,14.6,5.6,15.74,0.2,0.0,0.0,1
2023-10-22,0,26,18,6,0,0.4,1.6,15.4,4.6,16.360000000000003,1.0,0.0,0.0,1.0,1.2,9.6,3.2,14.280000000000001,0.0,0.2,0.2,1
2023-10-29,0,3,21,6,0,0.6,1.4,16.8,5.8,17.360000000000003,1.0,0.0,0.0,2.6,0.8,11.4,5.2,15.080000000000002,0.2,0.4,0.4,0
2023-11-05,1,1,14,6,0,0.8,1.4,15.4,5.0,17.759999999999998,1.0,0.0,0.0,1.4,3.6,9.8,3.0,20.220000000000002,0.2,0.2,0.2,2
2023-11-12,0,4,16,6,0,0.8,1.2,15.6,3.8,18.060000000000002,0.8,0.0,0.2,1.2,0.8,15.8,5.6,16.22,0.4,0.0,0.0,0
2023-12-21,1,21,21,3,0,0.8,1.4,10.8,3.0,18.92,0.4,0.0,0.0,3.0,0.6,15.0,5.4,18.0,1.2,0.0,0.0,0
2024-01-02,0,22,19,1,0,0.6,1.2,10.8,3.2,19.18,0.4,0.0,0.0,1.2,0.4,12.8,4.6,17.14,0.8,0.0,0.0,1
2024-01-12,0,23,21,4,0,0.2,1.2,10.4,2.4,20.18,0.6,0.2,0.2,0.6,1.4,12.4,3.6,20.18,0.4,0.0,0.0,2
2024-01-26,0,1,21,4,0,1.0,1.4,10.8,3.0,18.660000000000004,0.4,0.4,0.4,0.8,1.4,10.2,2.2,19.52,0.6,0.0,0.0,2
2024-02-03,1,4,18,5,0,1.6,0.8,10.4,3.0,17.92,0.4,0.6,0.6,2.6,2.0,18.6,6.4,15.5,0.4,0.2,0.2,0
2024-02-10,1,26,14,5,0,1.8,1.2,11.4,3.0,17.880000000000003,0.4,0.6,0.6,1.4,2.0,14.2,4.4,16.619999999999997,1.0,0.0,0.0,1
2024-03-10,1,20,14,6,0,0.6,1.2,12.4,3.0,17.0,0.6,0.0,0.0,1.4,0.8,12.0,3.6,19.279999999999998,0.8,0.2,0.2,2
2024-03-16,0,2,21,5,0,0.6,0.6,12.2,3.4,18.160000000000004,0.6,0.0,0.0,1.2,1.0,8.8,3.2,15.62,0.0,0.0,0.0,0
2024-03-31,1,22,18,6,0,0.4,0.8,10.0,3.0,19.419999999999998,0.6,0.0,0.2,2.0,1.8,15.4,5.8,17.3,1.0,0.2,0.2,0
2024-04-21,1,3,18,6,0,0.2,1.2,7.8,2.6,19.340000000000003,0.0,0.0,0.2,1.4,1.6,13.4,5.8,18.419999999999998,0.0,0.2,0.4,2
2024-04-27,1,6,18,5,0,0.6,1.0,7.4,2.4,20.640000000000004,0.0,0.0,0.2,1.4,1.6,15.0,4.8,16.54,0.2,0.0,0.0,2
2024-05-05,0,24,18,6,0,1.0,1.0,8.2,3.2,18.880000000000003,0.0,0.0,0.2,1.0,1.2,7.0,3.0,17.34,0.2,0.4,0.4,2
2024-05-14,0,21,21,1,0,1.6,0.8,12.0,5.2,17.32,0.0,0.0,0.0,2.4,0.4,13.2,6.8,19.4,0.4,0.2,0.2,0
2024-08-16,0,6,19,4,0,1.0,1.6,13.6,5.4,17.28,0.2,0.0,0.2,1.8,1.4,10.8,4.0,17.2,0.0,0.4,0.4,0
2024-08-28,0,22,21,2,0,0.6,1.6,11.0,3.6,17.400000000000002,0.2,0.0,0.2,1.0,0.8,9.6,3.2,17.84,0.6,0.0,0.0,2
2024-09-14,0,10,16,5,0,1.2,0.8,11.0,3.0,18.580000000000002,0.4,0.2,0.6,0.4,0.8,12.6,2.6,20.880000000000003,0.4,0.0,0.0,0
2024-09-20,1,23,21,4,0,1.4,1.2,12.2,3.6,16.98,0.6,0.2,0.4,0.8,1.2,15.2,5.6,18.82,0.6,0.0,0.0,2
2024-09-24,0,21,21,1,0,1.6,1.0,12.2,4.0,17.26,0.8,0.2,0.4,2.4,0.4,21.2,7.8,17.66,0.6,1.0,1.0,0
2024-10-06,1,4,16,6,0,1.6,1.8,12.8,3.8,17.360000000000003,0.8,0.0,0.2,3.8,1.2,17.2,7.8,17.259999999999998,0.8,0.0,0.2,0
2024-10-18,1,25,21,4,0,1.2,2.4,12.2,3.2,17.140000000000004,0.6,0.0,0.0,0.8,1.8,11.0,2.4,17.46,0.4,0.0,0.0,0
2024-11-09,0,26,16,5,0,0.6,1.8,11.6,3.4,18.340000000000003,0.2,0.0,0.0,1.6,1.2,15.4,4.8,16.52,0.2,0.0,0.2,0
2024-11-23,0,3,16,5,0,0.6,2.0,11.6,3.8,18.500000000000004,0.2,0.0,0.0,1.4,0.6,12.4,3.4,17.0,0.0,0.0,0.0,0
2024-12-15,1,2,16,6,0,1.0,1.6,9.8,3.2,20.080000000000002,0.2,0.2,0.2,1.6,0.6,12.4,3.8,17.080000000000002,0.0,0.0,0.0,1
2024-12-22,0,24,14,6,0,1.0,1.8,8.4,3.2,20.12,0.2,0.2,0.2,1.2,1.4,11.8,3.0,16.6,0.0,0.2,0.2,1
2022-09-30,0,2,21,4,1,0.6,1.0,10.2,3.2,18.44,0.4,0.0,0.0,2.4,0.8,15.4,5.0,17.419999999999998,0.0,0.2,0.4,0
2022-10-23,0,26,18,6,1,1.4,2.2,10.4,4.0,18.619999999999997,0.4,0.0,0.0,0.6,1.0,10.4,4.4,19.839999999999996,0.4,0.2,0.2,0
2022-10-29,1,6,14,5,1,1.6,2.4,11.6,4.4,18.139999999999997,1.0,0.0,0.0,0.8,1.6,14.6,3.8,21.04,0.6,0.0,0.2,2
2022-11-05,0,4,21,5,1,2.2,1.8,13.8,5.0,18.74,1.4,0.0,0.0,2.0,0.6,14.0,4.8,14.319999999999999,0.4,0.0,0.0,0
2023-01-08,1,22,14,6,1,1.2,1.2,13.0,4.6,17.8,1.4,0.0,0.0,1.0,1.0,13.8,4.6,19.020000000000003,0.6,0.0,0.0,0
2023-01-15,1,3,16,6,1,1.0,1.2,11.2,4.0,16.9,0.8,0.0,0.0,1.0,1.2,19.6,5.4,18.72,0.4,0.0,0.0,1
2023-01-23,0,24,21,0,1,0.6,1.2,10.2,3.6,16.54,0.4,0.0,0.0,1.0,1.0,11.0,3.4,17.419999999999998,0.6,0.2,0.2,1
2023-02-26,1,4,18,6,1,1.8,2.8,15.8,5.6,18.76,0.2,0.0,0.2,1.8,0.2,11.8,4.2,14.6,0.4,0.0,0.0,2
2023-03-04,1,26,16,5,1,1.6,2.4,14.4,5.8,17.040000000000003,0.2,0.0,0.0,1.0,2.0,11.2,3.2,18.2,0.4,0.0,0.0,0
2023-03-12,0,23,16,6,1,1.0,2.6,11.8,4.4,16.98,0.2,0.0,0.0,1.2,2.6,10.8,3.4,21.34,0.0,0.0,0.2,0
2023-04-02,0,6,14,6,1,1.0,2.2,11.4,3.2,17.04,0.2,0.2,0.2,2.0,0.4,12.8,3.4,17.6,0.2,0.2,0.2,1
2023-04-09,1,24,18,6,1,1.0,1.4,9.8,3.0,15.939999999999998,0.2,0.2,0.2,0.6,1.0,10.8,2.2,17.34,0.2,0.2,0.4,2
2023-04-16,0,3,18,6,1,1.2,1.6,10.6,3.0,16.639999999999997,0.4,0.2,0.2,2.6,0.4,14.6,5.8,15.5,0.4,0.0,0.0,0
2023-04-22,1,2,16,5,1,1.4,1.6,10.0,3.2,15.7,0.4,0.2,0.2,1.4,0.6,14.2,4.6,16.18,0.4,0.2,0.2,0
2023-04-29,0,21,18,5,1,1.6,1.6,11.2,4.6,17.02,1.0,0.0,0.0,2.8,1.4,23.4,8.0,15.940000000000001,0.8,0.0,0.0,0
2023-05-23,0,22,19,1,1,2.0,1.8,12.4,4.8,19.56,1.0,0.0,0.0,1.6,0.6,12.2,5.0,14.919999999999998,0.4,0.2,0.2,0
2023-05-28,1,25,19,6,1,1.6,1.8,8.2,3.0,18.72,0.6,0.0,0.0,1.2,2.6,13.2,3.6,17.22,0.8,0.4,0.4,1
2023-06-04,0,10,21,6,1,1.2,1.0,11.0,3.8,19.06,0.4,0.0,0.0,1.0,0.6,11.2,3.6,19.1,0.6,0.2,0.2,1
2023-08-19,1,21,19,5,1,1.2,1.2,13.2,4.0,18.82,0.2,0.2,0.2,1.4,0.8,10.6,4.0,17.64,1.2,0.2,0.2,0
2023-09-01,1,6,22,4,1,1.0,1.8,15.4,5.0,18.060000000000002,0.2,0.2,0.2,0.6,1.2,12.4,4.6,18.14,0.6,0.0,0.0,0
2023-09-17,0,26,16,6,1,1.4,2.4,14.0,4.6,17.56,0.2,0.2,0.2,1.6,2.2,15.0,4.8,17.84,0.8,0.0,0.0,0
2023-09-23,1,24,21,5,1,1.0,2.2,15.4,5.4,18.1,0.6,0.0,0.0,1.4,0.8,11.0,4.4,16.62,0.4,0.2,0.2,1
2023-09-26,0,23,19,1,1,1.4,2.2,15.0,6.4,17.2,1.0,0.0,0.0,1.2,1.6,16.6,4.2,20.2,1.6,0.0,0.0,0
2023-10-06,0,2,21,4,1,1.8,3.0,15.2,5.4,16.54,0.8,0.2,0.2,1.4,1.0,13.6,4.2,15.74,0.2,0.0,0.0,0
2023-11-05,0,0,14,6,1,1.4,3.6,9.8,3.0,20.220000000000002,0.2,0.2,0.2,0.8,1.4,15.4,5.0,17.759999999999998,1.0,0.0,0.0,0
2023-11-11,1,22,16,5,1,1.2,2.8,9.8,3.6,21.82,0.4,0.0,0.0,1.4,1.0,12.4,4.6,18.8,0.8,0.2,0.2,0
2023-12-10,0,3,14,6,1,0.6,1.6,11.8,4.2,19.9,0.4,0.0,0.0,1.4,1.0,15.4,5.6,15.280000000000001,0.4,0.0,0.0,0
2023-12-20,0,4,19,2,1,0.6,1.4,13.2,4.2,18.94,0.6,0.0,0.0,1.4,1.4,17.0,5.8,15.680000000000001,0.6,0.2,0.2,0
2024-01-21,0,21,16,6,1,0.6,1.2,12.0,3.0,18.48,0.6,0.0,0.0,1.8,0.4,14.2,4.8,18.02,1.0,0.0,0.0,0
2024-01-26,1,0,21,4,1,0.8,1.4,10.2,2.2,19.52,0.6,0.0,0.0,1.0,1.4,10.8,3.0,18.660000000000004,0.4,0.4,0.4,0
2024-02-03,0,24,14,5,1,0.8,2.0,12.6,3.4,18.64,0.6,0.0,0.0,1.8,0.8,8.4,3.6,18.880000000000003,0.4,0.4,0.4,0
2024-02-12,1,2,21,0,1,0.6,1.8,13.6,3.2,20.04,0.6,0.0,0.0,1.6,0.4,10.4,3.4,16.2,0.4,0.0,0.0,1
2024-02-24,1,3,21,5,1,0.8,1.8,13.4,4.0,21.46,0.6,0.0,0.0,2.0,0.6,11.6,5.2,15.24,0.4,0.2,0.2,1
2024-03-01,0,6,21,4,1,0.8,1.6,13.2,4.4,21.3,0.6,0.0,0.0,1.6,1.6,9.0,4.2,16.020000000000003,0.2,0.0,0.0,0
2024-03-11,1,23,21,0,1,0.8,1.2,10.0,3.0,21.22,0.2,0.0,0.0,1.2,0.8,7.4,3.8,14.6,0.2,0.0,0.0,1
2024-04-14,0,22,21,6,1,1.0,1.6,8.2,3.0,18.94,0.2,0.0,0.0,1.8,1.6,14.0,5.4,16.9,1.0,0.2,0.2,1
2024-04-21,1,26,16,6,1,1.0,1.6,7.6,2.6,18.56,0.2,0.2,0.2,2.2,1.2,10.6,4.6,15.360000000000003,0.2,0.2,0.6,0
2024-04-27,1,11,16,5,1,1.2,1.8,11.8,3.6,17.860000000000003,0.2,0.2,0.2,2.0,1.4,10.8,4.6,14.959999999999999,0.0,0.2,0.2,0
2024-05-05,0,20,21,6,1,1.0,2.0,13.2,4.8,17.18,0.6,0.2,0.2,1.4,1.6,11.8,3.4,16.94,0.6,0.2,0.2,2
2024-05-12,0,5,21,6,1,1.0,2.0,14.0,4.8,18.380000000000003,0.6,0.2,0.2,0.6,1.8,11.2,3.4,17.22,0.0,0.0,0.0,0
